,Car Name,Making Year,Registration year,Fule,km_driven,Engine_Displacement,No_Of_Owner,RTO,Transmission,Insurance_Type,Current_Price,Avg_market_price,New_Car_Road_Price,Mileage,Seats,Color,Engine,Max_Power,Torque
636,2018 Maruti Swift,2018,Apr-18,Petrol,20878,1197 cc,1st Owner,DL6C,Automatic,Third Party insurance,670000,703500,781936,22 kmpl,15,5,1197 CC,81.80bhp,113Nm
637,2016 Maruti Ciaz,2016,Apr-16,Diesel,79928,1248 cc,1st Owner,HR26,Manual,Third Party insurance,540000,567000,1081699,28.09 kmpl,16,5,1248 CC,88.5bhp,200Nm
638,2018 Honda Amaze,2018,Nov-18,Petrol,19549,1199 cc,1st Owner,DL10,Manual,Not Available,610000,640500,863840,18.6 kmpl,R15,5,1199 CC,88.76bhp,110Nm
639,2018 Maruti Swift,2018,Feb-18,Diesel,37075,1248 cc,1st Owner,UP16,Manual,Third Party insurance,629500,660975,790410,28.4 kmpl,5,Grey,1248 CC,74bhp,190Nm
640,2017 Maruti Swift,2017,Mar-17,Diesel,97204,1248 cc,1st Owner,DL11,Manual,Not Available,425000,446250,715853,28.4 kmpl,5,Grey,1248 CC,74bhp,190Nm
641,2017 Hyundai i20,2017,Apr-17,Petrol,36375,1197 cc,1st Owner,DL12,Manual,Third Party insurance,562000,590100,925863,21 kmpl,5,Other,1197 CC,81.86bhp,114.74nm
642,2014 Maruti Swift Dzire,2014,Aug-14,Petrol,23518,1197 cc,1st Owner,DL14,Manual,Third Party insurance,396654,416487,656611,20.85 kmpl,5,Silver,1197 CC,83.14bhp,115Nm
643,2017 Maruti Alto K10,2017,Aug-17,Petrol,59523,998 cc,1st Owner,UP16,Automatic,Third Party insurance,320500,336525,496119,23.95 kmpl,5,Grey,998 CC,67.05bhp,90Nm
644,2014 Ford Ecosport,2014,May-14,Diesel,13581,1498 cc,1st Owner,DL1C,Manual,Third Party insurance,420000,441000,1093783,22.7 kmpl,16,5,1498 CC,89.84bhp,204Nm
645,2011 Volkswagen Polo,2011,May-11,Petrol,11880,1198 cc,1st Owner,DL7C,Manual,Third Party insurance,271500,285075,688412,16.47 kmpl,15,5,1198 CC,73.9bhp,110Nm
646,2015 Hyundai i20,2015,Apr-15,Petrol,10079,1197 cc,1st Owner,DL8C,Manual,Third Party insurance,480000,504000,800114,18.6 kmpl,16,5,1197 CC,81.83bhp,114.7Nm
647,2017 Maruti Ciaz,2017,Oct-17,Petrol,24238,1373 cc,2nd Owner,DL8C,Manual,Third Party insurance,690414,724935,910329,20.73 kmpl,5,Other,1373 CC,91.1bhp,130Nm
648,2016 Maruti Baleno,2016,Apr-16,Diesel,36993,1248 cc,1st Owner,DL5C,Manual,Third Party insurance,489000,513450,824733,27.39 kmpl,5,Other,1248 CC,74bhp,190Nm
649,2019 Ford Freestyle,2018,Jan-19,Diesel,51752,1498 cc,1st Owner,HR26,Manual,Third Party insurance,614835,645577,894065,24.4 kmpl,15,5,1498 CC,98.63bhp,215Nm
650,2016 Maruti Wagon R,2016,Nov-16,Petrol,38255,998 cc,1st Owner,UP16,Manual,Third Party insurance,310000,325500,507140,20.51 kmpl,5,White,998 CC,67.04bhp,90Nm
651,2015 Hyundai i20,2015,Feb-15,Diesel,59646,1396 cc,1st Owner,DL12,Manual,Third Party insurance,544668,571901,900126,22.54 kmpl,16,5,1396 CC,88.73bhp,219.7Nm
652,2015 Ford Ecosport,2015,Nov-15,Petrol,76725,1499 cc,1st Owner,DL12,Automatic,Third Party insurance,570000,598500,1088299,16.5 kmpl,16,5,1499 CC,110bhp,140Nm
653,2015 Maruti Swift Dzire,2015,Nov-15,Diesel,66420,1248 cc,1st Owner,DL8C,Manual,Third Party insurance,410000,430500,724227,26.59 kmpl,5,Grey,1248 CC,74bhp,190Nm
654,2016 Ford Ecosport,2016,Oct-16,Petrol,86546,1496 cc,2nd Owner,10 2021,Automatic,Automatic,560000,588000,1236387,14.7 kmpl,R16,5,1496 CC,120.69bhp,149Nm
655,2016 Hyundai i20,2016,Oct-16,Diesel,13448,1396 cc,1st Owner,DL2C,Manual,Third Party insurance,479976,503975,885355,22.54 kmpl,5,Other,1396 CC,88.73bhp,219.7Nm
656,2014 Honda City,2014,Jan-14,Diesel,10458,1498 cc,2nd Owner,DL4C,Manual,Third Party insurance,482190,506300,1266426,26 kmpl,15,5,1498 CC,98.6bhp,200Nm
657,2013 Ford Ecosport,2013,Oct-13,Diesel,70802,1498 cc,1st Owner,HR26,Manual,Third Party insurance,460000,483000,1090546,22.7 kmpl,16,5,1498 CC,89.84bhp,204Nm
658,2018 Maruti Baleno,2018,Dec-18,Petrol,47434,1197 cc,1st Owner,DL2C,Manual,Third Party insurance,556500,584325,770868,21.01 kmpl,5,Other,1197 CC,81.80bhp,113Nm
659,2017 Honda Amaze,2017,Jul-17,Petrol,15703,1198 cc,2nd Owner,DL9C,Manual,Third Party insurance,540500,567525,729793,17.8 kmpl,5,Other,1198 CC,86.7bhp,109Nm
660,2015 Honda Jazz,2015,Sep-15,Petrol,61289,1199 cc,2nd Owner,DL12,Manual,Third Party insurance,433458,455131,750828,18.7 kmpl,5,White,1199 CC,88.7bhp,110Nm
661,2012 Toyota Etios,2012,Aug-12,Diesel,67585,1364 cc,1st Owner,HR29,Manual,Third Party insurance,297000,311850,903525,23.59 kmpl,White,,1364 CC,15,5
662,2018 Hyundai i20,2018,Mar-18,Petrol,40899,1197 cc,1st Owner,3 2022,Automatic,Manual,645000,677250,742016,18.6 kmpl,5,Other,1197 CC,81.83bhp,114.7Nm
663,2016 Maruti Ciaz,2015,Jan-16,Diesel,54217,1248 cc,1st Owner,1 2022,Automatic,Manual,550000,577500,1233072,26.21 kmpl,16,5,1248 CC,88.5bhp,200Nm
664,2015 Toyota Etios Liva,2014,Jan-15,Diesel,67058,1364 cc,1st Owner,DL2F,Manual,Third Party insurance,429311,450777,749186,23.59 kmpl,5,Other,1364 CC,67.04bhp,170Nm
665,2015 Hyundai Verna,2015,Apr-15,Diesel,33619,1582 cc,1st Owner,UP14,Manual,Not Available,614000,644700,1248939,23.9 kmpl,16,5,1582 CC,126.32bhp,259.8Nm
666,2020 Maruti Baleno,2020,Jun-20,Petrol,3996,1197 cc,1st Owner,5 2021,Automatic,Manual,579000,607950,598825,21.4 kmpl,5,Grey,1197 CC,83.1bhp,115Nm
667,2017 Maruti Wagon R,2017,Mar-17,Petrol,55892,998 cc,1st Owner,DL8C,Automatic,Third Party insurance,383000,402150,656752,21.79 kmpl,5,Other,998 CC,67.05bhp,90Nm
668,2018 Renault KWID,2017,Feb-18,Petrol,34177,999 cc,1st Owner,DL8C,Manual,Third Party insurance,264606,277836,523815,21.74 kmpl,5,Silver,999 CC,67bhp,91nm
669,2015 Honda City,2014,Jan-15,Petrol,52951,1497 cc,2nd Owner,DL4C,Manual,Third Party insurance,511500,537075,856978,17.8 kmpl,5,Other,1497 CC,117.3bhp,145Nm
670,2018 Renault KWID,2018,Apr-18,Petrol,10620,799 cc,1st Owner,7 2021,Automatic,Manual,294500,309225,434545,25.17 kmpl,5,Silver,799 CC,53.3bhp,72Nm
671,2014 Maruti Swift Dzire,2014,Mar-14,Diesel,64103,1248 cc,1st Owner,DL3C,Manual,Third Party insurance,370000,388500,764834,23.4 kmpl,14,5,1248 CC,74bhp,190Nm
672,2013 Maruti Swift Dzire,2013,Sep-13,Diesel,13678,1248 cc,1st Owner,DL13,Manual,Third Party insurance,280000,294000,663165,23.4 kmpl,14,5,1248 CC,74bhp,190Nm
673,2018 Tata Nexon,2017,Apr-18,Diesel,32832,1497 cc,1st Owner,DL3C,Manual,Third Party insurance,684000,718200,1306085,21.5 kmpl,16,5,1497 CC,108.5bhp,260Nm
674,2015 Maruti Swift,2015,Sep-15,Petrol,35019,1197 cc,1st Owner,DL5C,Manual,Third Party insurance,390000,409500,553690,20.4 kmpl,5,White,1197 CC,81.80bhp,113Nm
675,2018 Ford Ecosport,2018,Jul-18,Petrol,30953,1499 cc,1st Owner,DL12,Manual,Third Party insurance,743820,781011,827454,15.85 kmpl,5,Other,1499 CC,110.4bhp,140Nm
676,2017 Maruti Alto K10,2016,Feb-17,Petrol,50097,998 cc,1st Owner,HR26,Manual,Third Party insurance,260000,273000,413462,23.95 kmpl,5,Grey,998 CC,67.05bhp,90Nm
677,2019 Maruti Swift,2019,Aug-19,Petrol,30929,1197 cc,1st Owner,HR51,Manual,Third Party insurance,561000,589050,581632,22 kmpl,5,White,1197 CC,81.80bhp,113Nm
678,2017 Renault KWID,2017,Apr-17,Petrol,56643,999 cc,2nd Owner,DL12,Manual,Not Available,242000,254100,500275,23.01 kmpl,5,White,999 CC,67bhp,91Nm
679,2014 Hyundai i20,2014,Aug-14,Diesel,90555,1396 cc,1st Owner,DL8C,Manual,Not Available,320000,336000,767891,21.9 kmpl,14,5,1396 CC,88.8bhp,219.7Nm
680,2013 Ford Ecosport,2013,Sep-13,Diesel,12447,1498 cc,1st Owner,DL10,Manual,Third Party insurance,370000,388500,959243,23 kmpl,5,Silver,1498 CC,98.96bhp,205Nm
681,2018 Mahindra Bolero,2018,Jan-18,Diesel,25420,2523 cc,1st Owner,DL12,Manual,Third Party insurance,676508,710333,999506,15.96 kmpl,7,Other,2523 CC,62.1bhp,195Nm
682,2018 Honda WR-V,2018,Aug-18,Diesel,61372,1498 cc,1st Owner,DL3C,Manual,Not Available,660000,693000,1043690,25.5 kmpl,16,5,1498 CC,98.6bhp,200Nm
683,2019 Maruti Baleno,2019,Apr-19,Petrol,27729,1197 cc,1st Owner,HR26,Manual,Third Party insurance,655000,687750,845259,21.01 kmpl,R16,5,1197 CC,81.80bhp,113Nm
684,2014 Maruti Swift,2014,Jul-14,Diesel,75526,1248 cc,1st Owner,UP16,Manual,Third Party insurance,350000,367500,790410,28.4 kmpl,5,White,1248 CC,74bhp,190Nm
685,2017 Honda City,2017,Jun-17,Petrol,13035,1498 cc,1st Owner,HR29,Manual,Third Party insurance,785000,824250,1288844,17.8 kmpl,R15,5,1498 CC,119.35bhp,145nm
686,2017 Hyundai i20,2016,Jan-17,Petrol,50024,1197 cc,1st Owner,1 2022,Automatic,Manual,550000,577500,940697,18.6 kmpl,16,5,1197 CC,81.86bhp,117nm
687,2018 Maruti Vitara Brezza,2018,Nov-18,Diesel,37901,1248 cc,1st Owner,10 2021,Automatic,Automatic,906000,951300,1061702,24.3 kmpl,16,5,1248 CC,88.5bhp,200Nm
688,2016 Ford Ecosport,2016,May-16,Petrol,57729,1499 cc,1st Owner,HR51,Manual,Third Party insurance,600000,630000,1035545,15.85 kmpl,16,5,1499 CC,110.4bhp,140Nm
689,2014 Maruti Swift,2014,Aug-14,Petrol,72983,1197 cc,1st Owner,DL3C,Manual,Third Party insurance,380000,399000,756480,22 kmpl,15,5,1197 CC,81.80bhp,113Nm
690,2012 Maruti Swift,2012,May-12,Diesel,36586,1248 cc,1st Owner,DL9C,Manual,Third Party insurance,343000,360150,717885,22.9 kmpl,14,5,1248 CC,74bhp,190Nm
691,2016 Ford Ecosport,2016,Sep-16,Diesel,51281,1498 cc,1st Owner,HR51,Manual,Third Party insurance,545472,572746,1041499,21.7 kmpl,5,Other,1498 CC,98.96bhp,215Nm
692,2018 Maruti Alto K10,2018,Jun-18,Petrol,13911,998 cc,1st Owner,DL3C,Manual,Third Party insurance,330000,346500,431144,23.95 kmpl,5,Other,998 CC,67.05bhp,90Nm
693,2019 Maruti Wagon R,2019,Jun-19,Petrol,14553,1197 cc,1st Owner,UP16,Automatic,Third Party insurance,544000,571200,633087,21.5 kmpl,5,Other,1197 CC,81.80bhp,113Nm
694,2015 Hyundai i10,2015,Nov-15,Petrol,63324,1086 cc,1st Owner,UP14,Manual,Third Party insurance,346758,364096,537001,19.81 kmpl,5,Silver,1086 CC,68.05bhp,99.04Nm
695,2012 Volkswagen Vento,2012,Sep-12,Diesel,85123,1598 cc,1st Owner,DL10,Manual,Third Party insurance,307500,322875,1209038,20.54 kmpl,15,5,1598 CC,103.6bhp,250Nm
696,2018 Volkswagen Vento,2018,May-18,Petrol,53738,1197 cc,1st Owner,DL10,Automatic,Third Party insurance,711000,746550,1369913,18.19 kmpl,15,5,1197 CC,103.2bhp,175Nm
697,2017 Maruti SX4 S Cross,2017,Apr-17,Diesel,96780,1248 cc,1st Owner,DL12,Manual,Third Party insurance,535866,562659,994249,25.1 kmpl,5,Grey,1248 CC,88.5bhp,200Nm
698,2013 Maruti Swift Dzire,2013,Mar-13,Diesel,43080,1248 cc,1st Owner,DL8C,Manual,Third Party insurance,360000,378000,764834,23.4 kmpl,14,5,1248 CC,74bhp,190Nm
699,2017 Maruti Ciaz,2017,Mar-17,Petrol,53764,1373 cc,1st Owner,HR26,Manual,Third Party insurance,579336,608303,910329,20.73 kmpl,5,White,1373 CC,91.1bhp,130Nm
700,2016 Hyundai EON,2015,Mar-16,Petrol,35010,814 cc,1st Owner,DL12,Manual,Third Party insurance,221748,232835,421631,21.1 kmpl,5,Other,814 CC,55.2bhp,74.5Nm
701,2012 Hyundai i10,2012,Jun-12,Petrol,64543,1197 cc,1st Owner,DL2C,Automatic,Third Party insurance,326000,342300,586549,16.95 kmpl,13,5,1197 CC,78.9bhp,111.8Nm
702,2019 Maruti S-Presso,2019,Dec-19,Petrol,8552,998 cc,1st Owner,UP14,Manual,Third Party insurance,400000,420000,528228,21.7 kmpl,5,Silver,998 CC,67.05bhp,90nm
703,2018 Nissan Terrano,2018,Sep-18,Diesel,55245,1461 cc,1st Owner,HR26,Manual,Third Party insurance,722868,759011,1337760,20.45 kmpl,16,5,1461 CC,83.8bhp,200Nm
704,2017 Honda City,2017,Apr-17,Petrol,14815,1497 cc,2nd Owner,DL10,Manual,Third Party insurance,814432,855154,1126480,17.8 kmpl,15,5,1497 CC,117.3bhp,145Nm
705,2014 Volkswagen Polo,2014,Aug-14,Diesel,76025,1498 cc,1st Owner,DL11,Manual,Third Party insurance,300000,315000,904480,20.14 kmpl,15,5,1498 CC,88.8bhp,230Nm
706,2013 Maruti Swift Dzire,2013,May-13,Diesel,82171,1248 cc,1st Owner,DL8C,Manual,Third Party insurance,339737,356724,680532,23.4 kmpl,14,5,1248 CC,74bhp,190Nm
707,2017 Ford Ecosport,2017,Jul-17,Petrol,40049,1496 cc,1st Owner,7 2022,Automatic,Manual,650000,682500,1103942,15.9 kmpl,R16,5,1496 CC,120.69bhp,149Nm
708,2012 Hyundai i20,2011,Jan-12,Diesel,16247,1396 cc,1st Owner,HR07,Manual,Third Party insurance,219000,229950,757382,23 kmpl,14,5,1396 CC,90PS at 4000rpm,22.4 kgm at 1750-2750rpm
709,2015 Hyundai Verna,2015,Apr-15,Diesel,57629,1582 cc,2nd Owner,DL9C,Manual,Third Party insurance,540000,567000,1153166,23.9 kmpl,5,White,1582 CC,126.2bhp,259.9Nm
710,2018 Maruti Ciaz,2018,Apr-18,Petrol,21160,1373 cc,1st Owner,HR26,Automatic,Third Party insurance,844000,886200,1207495,19.12 kmpl,16,5,1373 CC,91.1bhp,130Nm
711,2019 Honda City,2019,May-19,Petrol,28860,1498 cc,1st Owner,HR26,Manual,Third Party insurance,965000,1013250,1286254,17.8 kmpl,R15,5,1498 CC,119.35bhp,145nm
712,2015 Honda City,2015,Jan-15,Diesel,98239,1498 cc,2nd Owner,DL4C,Manual,Third Party insurance,520000,546000,1381753,25.1 kmpl,15,5,1498 CC,98.6bhp,200Nm
713,2013 Maruti Wagon R,2013,Apr-13,Petrol,56699,998 cc,1st Owner,DL6C,Manual,Third Party insurance,259000,271950,577212,21.79 kmpl,5,Silver,998 CC,67.05bhp,90Nm
714,2016 Hyundai Verna,2016,Sep-16,Diesel,13111,1582 cc,1st Owner,UP16,Automatic,Third Party insurance,690000,724500,1476524,19.08 kmpl,16,5,1582 CC,126.2bhp,259.9Nm
715,2014 Hyundai Grand i10,2014,Jul-14,Diesel,68442,1120 cc,1st Owner,DL1C,Manual,Third Party insurance,280000,294000,727711,24 kmpl,5,Other,1120 CC,70bhp,160Nm
716,2012 Hyundai Santa Fe,2012,Aug-12,Diesel,11887,2199 cc,2nd Owner,UP14,Automatic,Third Party insurance,572500,601125,3768743,13.01 kmpl,18,7,2199 CC,194.3bhp,436.39Nm
717,2015 Maruti Ritz,2015,Apr-15,Petrol,8566,1197 cc,1st Owner,DL3C,Manual,Third Party insurance,355000,372750,562002,18.5 kmpl,5,Silver,1197 CC,85.80bhp,114Nm
718,2015 Hyundai Grand i10,2015,Jun-15,Petrol,73504,1197 cc,1st Owner,7 2021,Automatic,Manual,366500,384825,554801,18.9 kmpl,5,Other,1197 CC,82bhp,114Nm
719,2018 Renault KWID,2017,Jan-18,Petrol,46570,799 cc,1st Owner,DL12,Manual,Third Party insurance,270000,283500,451843,25.17 kmpl,5,Silver,799 CC,53.3bhp,72Nm
720,2017 Maruti Swift Dzire,2017,Feb-17,Diesel,66037,1248 cc,1st Owner,UP16,Manual,Third Party insurance,499500,524475,762753,28.4 kmpl,5,Other,1248 CC,74.02bhp,190Nm
721,2013 Maruti Swift Dzire,2013,Jul-13,Diesel,93558,1248 cc,2nd Owner,DL3C,Manual,Third Party insurance,300000,315000,663165,23.4 kmpl,14,5,1248 CC,74bhp,190Nm
722,2013 Nissan Terrano,2013,Nov-13,Diesel,12138,1461 cc,2nd Owner,DL8C,Manual,Third Party insurance,320527,336553,1268779,19.01 kmpl,5,Other,1461 CC,108.5bhp,248Nm
723,2019 Maruti Swift,2019,Nov-19,Petrol,12136,1197 cc,1st Owner,HR51,Manual,Third Party insurance,565500,593775,607690,21.21 kmpl,5,White,1197 CC,81.80bhp,113Nm
724,2014 Honda Amaze,2014,Jun-14,Petrol,15916,1198 cc,2nd Owner,DL3C,Manual,Third Party insurance,390123,409629,680283,18 kmpl,5,Grey,1198 CC,86.7bhp,109Nm
725,2013 Honda Brio,2013,Apr-13,Petrol,78279,1198 cc,1st Owner,UP16,Manual,Third Party insurance,280000,294000,575000,18.5 kmpl,5,White,1198 CC,86.8bhp,109Nm
726,2017 Maruti Swift Dzire,2017,Jun-17,Diesel,71549,1248 cc,1st Owner,DL6C,Manual,Third Party insurance,612000,642600,1032622,28.4 kmpl,15,5,1248 CC,74.02bhp,190Nm
727,2017 Honda WR-V,2017,Mar-17,Diesel,70044,1498 cc,1st Owner,DL4C,Manual,Third Party insurance,643000,675150,1389429,23.7 kmpl,R16,5,1498 CC,97.89bhp,200nm
728,2014 Maruti Swift Dzire,2014,Dec-14,Diesel,49470,1248 cc,1st Owner,DL5C,Manual,Third Party insurance,330000,346500,772281,23.4 kmpl,14,5,1248 CC,74bhp,190Nm
729,2015 Maruti Alto 800,2015,Jul-15,Petrol,77289,796 cc,1st Owner,HR29,Manual,Third Party insurance,219500,230475,384206,24.7 kmpl,5,White,796 CC,47.3bhp,69Nm
730,2016 Hyundai Grand i10,2015,Jan-16,Petrol,41031,1197 cc,2nd Owner,DL8C,Manual,Third Party insurance,365000,383250,671802,18.9 kmpl,5,White,1197 CC,81.86bhp,113.75nm
731,2015 Hyundai i10,2015,Apr-15,Petrol,63890,1086 cc,2nd Owner,UP14,Manual,Third Party insurance,286500,300825,509192,19.81 kmpl,5,Red,1086 CC,68.05bhp,99.04Nm
732,2017 Maruti Vitara Brezza,2017,Apr-17,Diesel,33434,1248 cc,1st Owner,HR26,Manual,Third Party insurance,725000,761250,1014057,24.3 kmpl,16,5,1248 CC,88.5bhp,200Nm
733,2013 Hyundai i10,2013,Nov-13,Petrol,62594,1086 cc,1st Owner,UP15,Manual,Third Party insurance,230000,241500,509192,19.81 kmpl,5,Grey,1086 CC,68.05bhp,99.04Nm
734,2015 Honda City,2015,May-15,Petrol,79502,1497 cc,1st Owner,DL9C,Automatic,Third Party insurance,690772,725311,1333020,18 kmpl,15,5,1497 CC,117.3bhp,145Nm
735,2020 Maruti Vitara Brezza,2020,Nov-20,Petrol,27675,1462 cc,1st Owner,UP16,Manual,Not Available,920000,966000,1090042,17.03 kmpl,R16,5,1462 CC,103.26bhp,138nm
736,2016 Volkswagen Polo,2016,May-16,Petrol,79991,1197 cc,1st Owner,DL2C,Automatic,Third Party insurance,535617,562398,1073579,17.21 kmpl,16,5,1197 CC,103.5bhp,175Nm
737,2019 Tata Tiago,2019,Jun-19,Diesel,63318,1047 cc,1st Owner,DL7C,Manual,Third Party insurance,489500,513975,735389,27.28 kmpl,14,5,1047 CC,69bhp,140Nm
738,2013 Volkswagen Vento,2013,Aug-13,Diesel,86764,1598 cc,1st Owner,DL3C,Manual,Not Available,320000,336000,1133313,20.54 kmpl,15,5,1598 CC,103.6bhp,250Nm
739,2015 Maruti Ciaz,2014,Apr-15,Diesel,43248,1248 cc,1st Owner,DL8C,Manual,Not Available,543000,570150,1016745,26.21 kmpl,5,Other,1248 CC,88.5bhp,200Nm
740,2019 Hyundai Verna,2019,Feb-19,Petrol,28692,1591 cc,1st Owner,UP16,Manual,Third Party insurance,890000,934500,1145493,17 kmpl,16,5,1591 CC,121.3bhp,151Nm
741,2016 Maruti Baleno,2016,Feb-16,Petrol,57059,1197 cc,1st Owner,HR26,Manual,Third Party insurance,489500,513975,684273,21.4 kmpl,5,Silver,1197 CC,83.1bhp,115Nm
742,2017 Maruti Ciaz,2017,Dec-17,Petrol,39466,1373 cc,1st Owner,UP16,Automatic,Third Party insurance,625000,656250,1039395,19.12 kmpl,5,Grey,1373 CC,91.1bhp,130Nm
743,2015 Maruti Swift,2015,Aug-15,Petrol,10038,1197 cc,1st Owner,DL8C,Manual,Third Party insurance,365500,383775,565078,22 kmpl,5,White,1197 CC,81.80bhp,113Nm
744,2018 Tata Nexon,2018,Jun-18,Diesel,41492,1497 cc,1st Owner,DL5C,Manual,Third Party insurance,570000,598500,1048260,21.5 kmpl,5,White,1497 CC,108.5bhp,260Nm
745,2016 Ford Figo Aspire,2015,May-16,Diesel,59092,1498 cc,1st Owner,DL12,Manual,Third Party insurance,360000,378000,904874,25.83 kmpl,14,5,1498 CC,99bhp,215Nm
746,2017 Honda City,2017,Jun-17,Petrol,13035,1498 cc,1st Owner,HR29,Manual,Third Party insurance,785000,824250,1288844,17.8 kmpl,R15,5,1498 CC,119.35bhp,145nm
747,2019 Hyundai Venue,2019,Aug-19,Petrol,40287,1197 cc,1st Owner,UP14,Manual,Third Party insurance,733500,770175,939909,17.52 kmpl,5,Other,1197 CC,81.86bhp,113.76nm
748,2014 Maruti Celerio,2014,May-14,Petrol,39815,998 cc,1st Owner,HR26,Automatic,Third Party insurance,331500,348075,545568,23.1 kmpl,5,Other,998 CC,67.04bhp,90Nm
749,2013 Honda Accord,2013,Mar-13,Petrol,46121,2354 cc,1st Owner,DL3C,Automatic,Not Available,607000,637350,2467217,11.7 kmpl,16,5,2354 CC,177.6bhp,222Nm
750,2019 Honda Amaze,2019,May-19,Petrol,49218,1199 cc,1st Owner,HR30,Manual,Third Party insurance,640000,672000,822888,19.5 kmpl,5,Other,1199 CC,88.76bhp,110Nm
751,2016 Maruti Swift Dzire,2015,Jan-16,Diesel,54632,1248 cc,1st Owner,DL5C,Manual,Third Party insurance,450000,472500,917331,26.59 kmpl,15,5,1248 CC,74bhp,190Nm
752,2017 Maruti Celerio,2017,Apr-17,Petrol,37743,998 cc,1st Owner,DL9C,Automatic,Third Party insurance,419388,440357,629453,21.63 kmpl,5,White,998 CC,67.05bhp,90Nm
753,2020 Maruti Alto 800,2019,Jan-20,Petrol,7963,796 cc,1st Owner,DL6C,Manual,Third Party insurance,315000,330750,446420,22.05 kmpl,5,White,796 CC,47.33bhp,69Nm
754,2018 Maruti Alto K10,2018,Apr-18,Petrol,44973,998 cc,1st Owner,UP14,Manual,Third Party insurance,345000,362250,446517,23.95 kmpl,5,White,998 CC,67.05bhp,90Nm
755,2016 Maruti Celerio,2016,Feb-16,Petrol,48964,998 cc,1st Owner,2 2022,Automatic,Manual,381500,400575,474039,23.1 kmpl,5,Other,998 CC,67.04bhp,90Nm
756,2019 Maruti Wagon R,2019,Dec-19,Petrol,5627,998 cc,1st Owner,DL2C,Manual,Third Party insurance,473000,496650,567187,21.79 kmpl,5,White,998 CC,67.05bhp,90Nm
757,2017 Maruti Alto K10,2017,Jul-17,Petrol,23354,998 cc,1st Owner,DL3C,Manual,Third Party insurance,327000,343350,431144,23.95 kmpl,5,Grey,998 CC,67.05bhp,90Nm
758,2016 Maruti Eeco,2016,Nov-16,CNG,59392,1196 cc,1st Owner,DL9C,Manual,Third Party insurance,308500,323925,646741,20.88 km/kg,5,Silver,1196 CC,61.7bhp,85Nm
759,2019 Honda Amaze,2019,Mar-19,Petrol,26347,1199 cc,1st Owner,DL3C,Manual,Third Party insurance,570000,598500,762516,19.5 kmpl,5,Other,1199 CC,88.76bhp,110Nm
760,2012 Maruti Alto K10,2012,Dec-12,Petrol,42641,998 cc,1st Owner,DL3C,Manual,Third Party insurance,224000,235200,373048,20.92 kmpl,13,5,998 CC,67.1bhp,90Nm
761,2013 Hyundai i10,2013,Nov-13,Petrol,62594,1086 cc,1st Owner,UP15,Manual,Third Party insurance,230000,241500,509192,19.81 kmpl,5,Grey,1086 CC,68.05bhp,99.04Nm
762,2012 Hyundai i10,2012,May-12,Petrol,85915,1197 cc,2nd Owner,DL10,Automatic,Third Party insurance,275000,288750,586549,16.95 kmpl,13,5,1197 CC,78.9bhp,111.8Nm
763,2017 Maruti Ciaz,2016,Jan-17,Petrol,21231,1373 cc,1st Owner,UP16,Manual,Third Party insurance,660948,693995,924412,20.73 kmpl,5,White,1373 CC,91.1bhp,130Nm
764,2013 Maruti Wagon R,2012,Jan-13,Petrol,59331,998 cc,2nd Owner,DL8C,Manual,Third Party insurance,230000,241500,417118,18.9 kmpl,13,5,998 CC,67.1bhp,90Nm
765,2015 Maruti Ritz,2015,Apr-15,Petrol,8566,1197 cc,1st Owner,DL3C,Manual,Third Party insurance,355000,372750,562002,18.5 kmpl,5,Silver,1197 CC,85.80bhp,114Nm
766,2018 Tata Nexon,2018,Mar-18,Diesel,98551,1497 cc,1st Owner,DL2C,Manual,Third Party insurance,655908,688703,1306085,21.5 kmpl,16,5,1497 CC,108.5bhp,260Nm
767,2017 Maruti Swift,2017,Nov-17,Petrol,23372,1197 cc,1st Owner,DL3C,Manual,Third Party insurance,440000,462000,529062,20.4 kmpl,5,Grey,1197 CC,81.80bhp,113Nm
768,2017 Maruti Alto 800,2016,Feb-17,Petrol,38200,796 cc,2nd Owner,DL9C,Manual,Third Party insurance,250000,262500,359781,22.74 kmpl,5,White,796 CC,47.3bhp,69Nm
769,2017 Hyundai Grand i10,2017,Apr-17,Diesel,62547,1186 cc,1st Owner,DL2C,Manual,Third Party insurance,435000,456750,758821,24 kmpl,5,White,1186 CC,73.97bhp,190.24nm
770,2013 Hyundai i20,2013,Apr-13,Petrol,54952,1197 cc,1st Owner,DL10,Manual,Third Party insurance,340357,357375,621468,18.5 kmpl,14,5,1197 CC,82.9bhp,113.8Nm
771,2017 Maruti Celerio,2016,Jan-17,Petrol,15785,998 cc,1st Owner,6 2021,Automatic,Manual,425500,446775,474039,23.1 kmpl,5,White,998 CC,67.04bhp,90Nm
772,2020 Hyundai Grand i10,2020,Aug-20,Petrol,8509,1197 cc,1st Owner,UP16,Manual,Third Party insurance,570000,598500,720827,18.9 kmpl,5,Grey,1197 CC,81.86bhp,113.75nm
773,2013 Volkswagen Vento,2013,Aug-13,Diesel,86764,1598 cc,1st Owner,DL3C,Manual,Not Available,320000,336000,1133313,20.54 kmpl,15,5,1598 CC,103.6bhp,250Nm
774,2015 Maruti Ciaz,2015,Jun-15,Diesel,78667,1248 cc,1st Owner,DL8C,Manual,Not Available,470000,493500,944191,26.21 kmpl,5,Other,1248 CC,88.5bhp,200Nm
